filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Number of contained Mito,Compartment ROIs ID,Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470)
PSY106 clump 36C 3 06 m-25.csv,49,PSY106 clump 36C 3,Mito 48,Mito,Object,NA,3.36,NA,NA,NA,NA,NA,401.3,908.34,628.1,1771247.38,76.52,NA,NA,NA,NA,NA,48.43,13.71,2.29,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 06 m-25.csv,55,PSY106 clump 36C 3,Mito 54,Mito,Object,NA,0.367,NA,NA,NA,NA,NA,403.51,752.43,577.99,178021.91,59.65,NA,NA,NA,NA,NA,47.69,12.29,3.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 06 m-35.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,106.62,251,1412,410.57,36763945,110.97,325.01,1035.05,557.75,49943348,61.46,19.17,13763.64,448.37,40148864,559.91,NA,NA,NA,3,NA,441,687,554.82,49680980,31.67
PSY106 clump 36C 3 06 m-35.csv,12,PSY106 clump 36C 3,Mito 11,Mito,Object,NA,0.256,NA,NA,NA,NA,NA,507.16,746.63,606.74,130449.16,44.08,NA,NA,NA,NA,NA,48.4,11.43,1.92,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 06 m-35.csv,29,PSY106 clump 36C 3,Mito 28,Mito,Object,NA,3.89,NA,NA,NA,NA,NA,401.3,908.34,625.52,2046070.12,76.27,NA,NA,NA,NA,NA,48.43,13.69,2.28,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 06 m-35.csv,45,PSY106 clump 36C 3,Mito 44,Mito,Object,NA,0.438,NA,NA,NA,NA,NA,400.7,752.43,573.69,211118.44,60.51,NA,NA,NA,NA,NA,47.7,12.3,3.88,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 06 m-50.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,106.62,251,1412,410.57,36763945,110.97,325.01,1035.05,557.75,49943348,61.46,19.17,13763.64,448.37,40148864,559.91,NA,NA,NA,3,NA,441,687,554.82,49680980,31.67
PSY106 clump 36C 3 06 m-50.csv,10,PSY106 clump 36C 3,Mito 9,Mito,Object,NA,0.363,NA,NA,NA,NA,NA,507.16,746.81,609.38,185861.73,45.43,NA,NA,NA,NA,NA,48.37,11.43,1.99,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 06 m-50.csv,30,PSY106 clump 36C 3,Mito 29,Mito,Object,NA,5.32,NA,NA,NA,NA,NA,380.47,908.34,620.04,2768484.5,74.36,NA,NA,NA,NA,NA,48.43,13.65,2.25,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 06 m-50.csv,48,PSY106 clump 36C 3,Mito 47,Mito,Object,NA,0.595,NA,NA,NA,NA,NA,400.7,752.43,568.81,284406.75,58.85,NA,NA,NA,NA,NA,47.71,12.31,3.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-25.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,148.78,262,1763,438.16,54747618,132.48,354.76,926.39,554.94,69339312,59.95,37.74,14557.28,479.28,59885860,676.95,NA,NA,NA,6,NA,420,696,552.95,69090907,31.39
PSY106 clump 36C 3 07 m-25.csv,15,PSY106 clump 36C 3,Mito 14,Mito,Object,NA,0.346,NA,NA,NA,NA,NA,562.59,862.99,662.99,192929.41,49.31,NA,NA,NA,NA,NA,38.97,7.48,2.01,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-25.csv,16,PSY106 clump 36C 3,Mito 15,Mito,Object,NA,2.66,NA,NA,NA,NA,NA,378.01,926.39,626.85,1402265.75,68.97,NA,NA,NA,NA,NA,39.52,9.23,2.19,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-25.csv,34,PSY106 clump 36C 3,Mito 33,Mito,Object,NA,0.3,NA,NA,NA,NA,NA,388.26,867.17,596.7,150368.47,94.4,NA,NA,NA,NA,NA,37.13,7.24,2.76,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-25.csv,41,PSY106 clump 36C 3,Mito 40,Mito,Object,NA,1.29,NA,NA,NA,NA,NA,446.54,800.6,607.27,660098.19,58.8,NA,NA,NA,NA,NA,34.75,9.28,2.31,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-25.csv,48,PSY106 clump 36C 3,Mito 47,Mito,Object,NA,1.14,NA,NA,NA,NA,NA,476.81,822.5,617.13,590593.81,60.33,NA,NA,NA,NA,NA,37.59,8.81,1.84,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-25.csv,58,PSY106 clump 36C 3,Mito 57,Mito,Object,NA,0.442,NA,NA,NA,NA,NA,467.25,696.98,578.09,214472.27,48.3,NA,NA,NA,NA,NA,38.58,8.59,4.15,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-35.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,148.78,262,1763,438.16,54747618,132.48,354.76,926.39,554.94,69339312,59.95,37.74,14557.28,479.28,59885860,676.95,NA,NA,NA,6,NA,420,696,552.95,69090907,31.39
PSY106 clump 36C 3 07 m-35.csv,7,PSY106 clump 36C 3,Mito 6,Mito,Object,NA,0.412,NA,NA,NA,NA,NA,547.99,862.99,659.09,228045.47,48.84,NA,NA,NA,NA,NA,38.96,7.49,2,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-35.csv,11,PSY106 clump 36C 3,Mito 10,Mito,Object,NA,3.04,NA,NA,NA,NA,NA,378.01,926.39,622.43,1590942.25,69.99,NA,NA,NA,NA,NA,39.51,9.23,2.19,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-35.csv,27,PSY106 clump 36C 3,Mito 26,Mito,Object,NA,0.383,NA,NA,NA,NA,NA,388.26,867.17,595.12,191628.36,92.84,NA,NA,NA,NA,NA,37.12,7.23,2.73,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-35.csv,28,PSY106 clump 36C 3,Mito 27,Mito,Object,NA,1.46,NA,NA,NA,NA,NA,446.54,832.82,606.66,741335.69,59.48,NA,NA,NA,NA,NA,34.74,9.27,2.31,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-35.csv,34,PSY106 clump 36C 3,Mito 33,Mito,Object,NA,1.33,NA,NA,NA,NA,NA,475.55,827.34,615.8,689076.13,59.68,NA,NA,NA,NA,NA,37.6,8.8,1.84,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-35.csv,48,PSY106 clump 36C 3,Mito 47,Mito,Object,NA,0.519,NA,NA,NA,NA,NA,467.25,707.92,577.79,251915.64,47.83,NA,NA,NA,NA,NA,38.57,8.59,4.14,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-50.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,148.78,262,1763,438.16,54747618,132.48,354.76,926.39,554.94,69339312,59.95,37.74,14557.28,479.28,59885860,676.95,NA,NA,NA,6,NA,420,696,552.95,69090907,31.39
PSY106 clump 36C 3 07 m-50.csv,4,PSY106 clump 36C 3,Mito 3,Mito,Object,NA,4,NA,NA,NA,NA,NA,378.01,926.39,610.14,2049473.5,72.56,NA,NA,NA,NA,NA,39.5,9.22,2.2,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-50.csv,9,PSY106 clump 36C 3,Mito 8,Mito,Object,NA,0.0381,NA,NA,NA,NA,NA,530.38,607.3,576.76,18456.31,18.76,NA,NA,NA,NA,NA,35.17,8.8,1.21,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-50.csv,26,PSY106 clump 36C 3,Mito 25,Mito,Object,NA,0.513,NA,NA,NA,NA,NA,385.77,867.17,587.57,253243.5,94.42,NA,NA,NA,NA,NA,37.12,7.22,2.72,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-50.csv,27,PSY106 clump 36C 3,Mito 26,Mito,Object,NA,1.91,NA,NA,NA,NA,NA,422.9,832.82,604.37,970009.69,60.19,NA,NA,NA,NA,NA,34.73,9.26,2.33,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-50.csv,38,PSY106 clump 36C 3,Mito 37,Mito,Object,NA,2.5,NA,NA,NA,NA,NA,457.34,862.99,620.02,1302040.5,60.8,NA,NA,NA,NA,NA,37.97,8.43,1.81,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 07 m-50.csv,47,PSY106 clump 36C 3,Mito 46,Mito,Object,NA,0.774,NA,NA,NA,NA,NA,450.01,716.97,574.37,373338.87,47.55,NA,NA,NA,NA,NA,38.56,8.57,4.13,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 08 m-25.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,118.97,235,1532,399.76,39943165,127.97,356.21,857.5,562.68,56222132,62.39,0.00355,11725.82,430.12,42977200,529.96,NA,NA,NA,2,NA,430,695,558.42,55795876,32.78
PSY106 clump 36C 3 08 m-25.csv,3,PSY106 clump 36C 3,Mito 2,Mito,Object,NA,1.37,NA,NA,NA,NA,NA,459.99,857.5,627.63,721774.69,49.11,NA,NA,NA,NA,NA,21.61,15.98,1.16,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 08 m-25.csv,18,PSY106 clump 36C 3,Mito 17,Mito,Object,NA,2.48,NA,NA,NA,NA,NA,371.83,828.13,636.36,1323627.38,68.78,NA,NA,NA,NA,NA,21.57,17.89,2.3,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 08 m-35.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,118.97,235,1532,399.76,39943165,127.97,356.21,857.5,562.68,56222132,62.39,0.00355,11725.82,430.12,42977200,529.96,NA,NA,NA,2,NA,430,695,558.42,55795876,32.78
PSY106 clump 36C 3 08 m-35.csv,4,PSY106 clump 36C 3,Mito 3,Mito,Object,NA,1.66,NA,NA,NA,NA,NA,459.99,857.5,626.22,874206.69,49.16,NA,NA,NA,NA,NA,21.6,15.98,1.18,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 08 m-35.csv,35,PSY106 clump 36C 3,Mito 34,Mito,Object,NA,2.82,NA,NA,NA,NA,NA,371.83,828.13,633.32,1499708.75,69.85,NA,NA,NA,NA,NA,21.57,17.88,2.29,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 08 m-50.csv,1,PSY106 clump 36C 3,ROIs 1,ROIs,Object,NA,118.97,235,1532,399.76,39943165,127.97,356.21,857.5,562.68,56222132,62.39,0.00355,11725.82,430.12,42977200,529.96,NA,NA,NA,2,NA,430,695,558.42,55795876,32.78
PSY106 clump 36C 3 08 m-50.csv,6,PSY106 clump 36C 3,Mito 5,Mito,Object,NA,2.37,NA,NA,NA,NA,NA,459.99,857.5,622.83,1241300.13,49.28,NA,NA,NA,NA,NA,21.58,15.98,1.17,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 3 08 m-50.csv,39,PSY106 clump 36C 3,Mito 38,Mito,Object,NA,3.64,NA,NA,NA,NA,NA,371.83,828.13,626.61,1916797.37,70.31,NA,NA,NA,NA,NA,21.56,17.87,2.26,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-25.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,330.84,254,1950,439.5,122000000,132.08,251.77,2070.45,593.79,165000000,124.38,0.63,16005.74,465.75,129000000,552.76,NA,NA,NA,5,NA,434,817,593.85,165000000,46.87
PSY106 clump 36C 4 01 m-25.csv,6,PSY106 clump 36C 4,Mito 5,Mito,Object,NA,0.306,NA,NA,NA,NA,NA,506.59,1057.74,715.67,183927.31,109.84,NA,NA,NA,NA,NA,23.07,39.95,0.483,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-25.csv,11,PSY106 clump 36C 4,Mito 10,Mito,Object,NA,0.151,NA,NA,NA,NA,NA,603.88,917.79,759.29,96429.77,81.11,NA,NA,NA,NA,NA,22.79,44.04,0.631,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-25.csv,19,PSY106 clump 36C 4,Mito 18,Mito,Object,NA,2.94,NA,NA,NA,NA,NA,372.55,1999.61,845.85,2090941.5,216.85,NA,NA,NA,NA,NA,20.71,42.35,2.49,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-25.csv,28,PSY106 clump 36C 4,Mito 27,Mito,Object,NA,2.42,NA,NA,NA,NA,NA,441.93,1328.46,853.88,1732524,151.23,NA,NA,NA,NA,NA,26.31,44.33,2.17,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-25.csv,33,PSY106 clump 36C 4,Mito 32,Mito,Object,NA,1.83,NA,NA,NA,NA,NA,455.15,1706.9,866.96,1334253.75,200.51,NA,NA,NA,NA,NA,21.36,44.98,2.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-35.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,330.84,254,1950,439.5,122000000,132.08,251.77,2070.45,593.79,165000000,124.38,0.63,16005.74,465.75,129000000,552.76,NA,NA,NA,5,NA,434,817,593.85,165000000,46.87
PSY106 clump 36C 4 01 m-35.csv,8,PSY106 clump 36C 4,Mito 7,Mito,Object,NA,0.411,NA,NA,NA,NA,NA,497.37,1057.74,706.56,243762.3,105.58,NA,NA,NA,NA,NA,23.07,39.94,0.5,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-35.csv,9,PSY106 clump 36C 4,Mito 8,Mito,Object,NA,0.225,NA,NA,NA,NA,NA,603.88,917.79,745.81,140957.66,78.21,NA,NA,NA,NA,NA,22.8,44.05,0.656,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-35.csv,16,PSY106 clump 36C 4,Mito 15,Mito,Object,NA,3.46,NA,NA,NA,NA,NA,372.55,2070.45,834.11,2423919,216.37,NA,NA,NA,NA,NA,20.72,42.35,2.46,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-35.csv,28,PSY106 clump 36C 4,Mito 27,Mito,Object,NA,2.89,NA,NA,NA,NA,NA,423.68,1328.46,846.51,2057855.75,150.81,NA,NA,NA,NA,NA,26.29,44.31,2.17,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-35.csv,31,PSY106 clump 36C 4,Mito 30,Mito,Object,NA,2.2,NA,NA,NA,NA,NA,444.88,1706.9,851.15,1571215,195.74,NA,NA,NA,NA,NA,21.35,44.97,2.05,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-50.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,330.84,254,1950,439.5,122000000,132.08,251.77,2070.45,593.79,165000000,124.38,0.63,16005.74,465.75,129000000,552.76,NA,NA,NA,6,NA,434,817,593.85,165000000,46.87
PSY106 clump 36C 4 01 m-50.csv,8,PSY106 clump 36C 4,Mito 7,Mito,Object,NA,0.669,NA,NA,NA,NA,NA,476.93,1057.74,690.97,388326.34,97.57,NA,NA,NA,NA,NA,23.08,39.93,0.612,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-50.csv,9,PSY106 clump 36C 4,Mito 8,Mito,Object,NA,0.338,NA,NA,NA,NA,NA,572.42,922.73,732.13,207925.09,78.71,NA,NA,NA,NA,NA,22.8,44.06,0.675,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-50.csv,12,PSY106 clump 36C 4,Mito 11,Mito,Object,NA,0.031,NA,NA,NA,NA,NA,556.21,728.18,633.35,16467.07,39.9,NA,NA,NA,NA,NA,25.12,40.73,0.646,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-50.csv,13,PSY106 clump 36C 4,Mito 12,Mito,Object,NA,4,NA,NA,NA,NA,NA,373.37,1339.41,827.51,2782080.5,155.79,NA,NA,NA,NA,NA,26.29,44.3,2.18,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-50.csv,17,PSY106 clump 36C 4,Mito 16,Mito,Object,NA,4.52,NA,NA,NA,NA,NA,338.96,2070.45,808.61,3068678.25,214.71,NA,NA,NA,NA,NA,20.73,42.34,2.45,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 01 m-50.csv,29,PSY106 clump 36C 4,Mito 28,Mito,Object,NA,3.02,NA,NA,NA,NA,NA,413.32,1706.9,817.63,2071067.25,194.18,NA,NA,NA,NA,NA,21.35,44.96,2.1,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-25.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,210.56,247,1676,428.38,75755200,128.62,237.12,1414.94,577.39,102000000,110.51,8.86,15617.23,454.59,80389448,563.8,NA,NA,NA,4,NA,419,769,574.22,102000000,42.63
PSY106 clump 36C 4 02 m-25.csv,12,PSY106 clump 36C 4,Mito 11,Mito,Object,NA,0.654,NA,NA,NA,NA,NA,539.89,993.56,720.37,395481.97,94.61,NA,NA,NA,NA,NA,24.58,58.33,0.968,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-25.csv,20,PSY106 clump 36C 4,Mito 19,Mito,Object,NA,0.218,NA,NA,NA,NA,NA,540.58,1339.94,871.17,159424.2,193.23,NA,NA,NA,NA,NA,22.39,59.31,1.84,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-25.csv,23,PSY106 clump 36C 4,Mito 22,Mito,Object,NA,1.25,NA,NA,NA,NA,NA,428.99,1247.52,763.87,799006.88,140.91,NA,NA,NA,NA,NA,20.65,56.14,1.81,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-25.csv,38,PSY106 clump 36C 4,Mito 37,Mito,Object,NA,2.46,NA,NA,NA,NA,NA,371.71,1401.23,794.65,1644934.25,170.95,NA,NA,NA,NA,NA,24.17,60.27,2.77,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-35.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,210.56,247,1676,428.38,75755200,128.62,237.12,1414.94,577.39,102000000,110.51,8.86,15617.23,454.59,80389448,563.8,NA,NA,NA,3,NA,419,769,574.22,102000000,42.63
PSY106 clump 36C 4 02 m-35.csv,17,PSY106 clump 36C 4,Mito 16,Mito,Object,NA,0.262,NA,NA,NA,NA,NA,522.57,1339.94,855.36,188179.06,192.73,NA,NA,NA,NA,NA,22.39,59.3,1.87,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-35.csv,21,PSY106 clump 36C 4,Mito 20,Mito,Object,NA,1.51,NA,NA,NA,NA,NA,428.99,1247.52,757.22,958644.38,136.97,NA,NA,NA,NA,NA,20.66,56.17,1.76,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-35.csv,35,PSY106 clump 36C 4,Mito 34,Mito,Object,NA,3.76,NA,NA,NA,NA,NA,366.54,1401.23,769.64,2427435.75,157.05,NA,NA,NA,NA,NA,24.29,59.83,2.33,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-50.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,210.56,247,1676,428.38,75755200,128.62,237.12,1414.94,577.39,102000000,110.51,8.86,15617.23,454.59,80389448,563.8,NA,NA,NA,3,NA,419,769,574.22,102000000,42.63
PSY106 clump 36C 4 02 m-50.csv,18,PSY106 clump 36C 4,Mito 17,Mito,Object,NA,0.345,NA,NA,NA,NA,NA,518.79,1339.94,839.07,243330.83,189.82,NA,NA,NA,NA,NA,22.39,59.31,1.89,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-50.csv,24,PSY106 clump 36C 4,Mito 23,Mito,Object,NA,2.04,NA,NA,NA,NA,NA,419.38,1247.52,742.16,1274296.88,131.88,NA,NA,NA,NA,NA,20.68,56.21,1.72,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 02 m-50.csv,33,PSY106 clump 36C 4,Mito 32,Mito,Object,NA,5.27,NA,NA,NA,NA,NA,366.54,1401.23,751.19,3324024.75,153.06,NA,NA,NA,NA,NA,24.34,59.77,2.26,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 05 m-25.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,172.13,248,1524,438.15,63340047,132.74,243.4,1597.59,584.77,84536288,115.51,28.35,14921.18,471.29,68131376,575.28,NA,NA,NA,1,NA,435,756,577.73,83519621,41.43
PSY106 clump 36C 4 05 m-25.csv,24,PSY106 clump 36C 4,Mito 23,Mito,Object,NA,4.57,NA,NA,NA,NA,NA,436.36,1597.59,846.37,3248373,188.3,NA,NA,NA,NA,NA,69.39,9.97,2.53,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 05 m-35.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,172.13,248,1524,438.15,63340047,132.74,243.4,1597.59,584.77,84536288,115.51,28.35,14921.18,471.29,68131376,575.28,NA,NA,NA,1,NA,435,756,577.73,83519621,41.43
PSY106 clump 36C 4 05 m-35.csv,22,PSY106 clump 36C 4,Mito 21,Mito,Object,NA,5.34,NA,NA,NA,NA,NA,380.72,1597.59,831.6,3728907,187.58,NA,NA,NA,NA,NA,69.38,9.96,2.54,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 05 m-50.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,172.13,248,1524,438.15,63340047,132.74,243.4,1597.59,584.77,84536288,115.51,28.35,14921.18,471.29,68131376,575.28,NA,NA,NA,1,NA,435,756,577.73,83519621,41.43
PSY106 clump 36C 4 05 m-50.csv,32,PSY106 clump 36C 4,Mito 31,Mito,Object,NA,7.07,NA,NA,NA,NA,NA,351.69,1597.59,806.76,4787313,187.5,NA,NA,NA,NA,NA,69.38,9.95,2.55,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-25.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,189.21,246,1862,472.21,75037652,150.39,252.91,2983.91,591.74,94031760,124.62,9.84,21445.82,506.07,80418256,756.78,NA,NA,NA,5,NA,428,838,583.96,92794550,44.67
PSY106 clump 36C 4 06 m-25.csv,7,PSY106 clump 36C 4,Mito 6,Mito,Object,NA,0.21,NA,NA,NA,NA,NA,607.78,1132.57,851.98,149948.61,112.92,NA,NA,NA,NA,NA,31,8.2,1.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-25.csv,14,PSY106 clump 36C 4,Mito 13,Mito,Object,NA,3.21,NA,NA,NA,NA,NA,355.17,1400.3,751.72,2024375.63,156.29,NA,NA,NA,NA,NA,29.76,8.66,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-25.csv,21,PSY106 clump 36C 4,Mito 20,Mito,Object,NA,0.53,NA,NA,NA,NA,NA,510.06,1325.24,830.98,369787.72,144.41,NA,NA,NA,NA,NA,30.35,11.6,2.82,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-25.csv,29,PSY106 clump 36C 4,Mito 28,Mito,Object,NA,0.455,NA,NA,NA,NA,NA,470.19,1107.57,729.9,278821.06,125.68,NA,NA,NA,NA,NA,30.75,9.6,2.43,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-25.csv,32,PSY106 clump 36C 4,Mito 31,Mito,Object,NA,1.48,NA,NA,NA,NA,NA,388.06,1548.59,839.17,1040569.56,188.67,NA,NA,NA,NA,NA,31.39,12.47,3.23,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-35.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,189.21,246,1862,472.21,75037652,150.39,252.91,2983.91,591.74,94031760,124.62,9.84,21445.82,506.07,80418256,756.78,NA,NA,NA,4,NA,428,838,583.96,92794550,44.67
PSY106 clump 36C 4 06 m-35.csv,10,PSY106 clump 36C 4,Mito 9,Mito,Object,NA,0.274,NA,NA,NA,NA,NA,590.31,1132.57,836.54,192403.28,109.48,NA,NA,NA,NA,NA,31,8.19,1.03,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-35.csv,12,PSY106 clump 36C 4,Mito 11,Mito,Object,NA,3.82,NA,NA,NA,NA,NA,355.17,1400.3,745.1,2393254.5,153.51,NA,NA,NA,NA,NA,29.73,8.66,2.74,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-35.csv,18,PSY106 clump 36C 4,Mito 17,Mito,Object,NA,2.3,NA,NA,NA,NA,NA,388.06,1548.59,827.84,1598557.88,177.09,NA,NA,NA,NA,NA,31.11,12.24,3.12,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-35.csv,29,PSY106 clump 36C 4,Mito 28,Mito,Object,NA,0.53,NA,NA,NA,NA,NA,470.19,1107.57,728.99,324400.72,121.71,NA,NA,NA,NA,NA,30.75,9.61,2.4,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-50.csv,1,PSY106 clump 36C 4,ROIs 1,ROIs,Object,NA,189.21,246,1862,472.21,75037652,150.39,252.91,2983.91,591.74,94031760,124.62,9.84,21445.82,506.07,80418256,756.78,NA,NA,NA,4,NA,428,838,583.96,92794550,44.67
PSY106 clump 36C 4 06 m-50.csv,10,PSY106 clump 36C 4,Mito 9,Mito,Object,NA,0.414,NA,NA,NA,NA,NA,584.79,1132.57,803.9,279758.63,111.18,NA,NA,NA,NA,NA,30.99,8.19,1.09,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-50.csv,15,PSY106 clump 36C 4,Mito 14,Mito,Object,NA,5.13,NA,NA,NA,NA,NA,355.17,1404.42,734.2,3161474,150.74,NA,NA,NA,NA,NA,29.7,8.68,2.66,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-50.csv,19,PSY106 clump 36C 4,Mito 18,Mito,Object,NA,2.86,NA,NA,NA,NA,NA,388.06,1548.59,811.09,1945815.38,176.68,NA,NA,NA,NA,NA,31.12,12.26,3.14,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 4 06 m-50.csv,26,PSY106 clump 36C 4,Mito 25,Mito,Object,NA,0.728,NA,NA,NA,NA,NA,470.19,1107.57,726.96,444169.78,114.45,NA,NA,NA,NA,NA,30.73,9.64,2.39,NA,1,NA,NA,NA,NA,NA
PSY106 clump 36C 5 01 m-25.csv,1,PSY106 clump 36C 5,ROIs 1,ROIs,Object,NA,211.39,266,1760,478.39,84930734,143.42,305.1,1571.85,586.5,104000000,102.56,1e-6,19479.57,513.46,91156384,747.74,NA,NA,NA,8,NA,436,782,582.67,103000000,42.48
